PK_InfoEmpresas;nm_razao_social;fl_matriz
1247;MARRON ADMINISTRACAO DE BENS E SERVICOS LTDA SC;sim
1250;I CAMARA KLOS;sim
1253;MAURICIO RUSSO ME;sim
1255;KA A SALAO DE CABELEIREIROS LTDA ME;sim
1257;DEONIR ANGELO PAVAN;sim
1261;RAGE FABRICACAO DE ARTEFATOS DE MADEIRA E REP LTDA;sim
1263;I S F B INTERNATIONAL SERVICES FACTORING BRASIL LTDA ME;sim
1266;COMPDISK ELETRO ELETRONICA LTDA;sim
1268;MARCIA MAYUMI KATO ME;sim
1270;D APARECIDO PINTO RASTREAMENTO ME;sim
1273;APARECIDA LUCAS SILVA;sim
1275;JOLDAM F GOMES;sim
1278;HEROINA PEREIRA DA SILVA ME;sim
1280;MARIA MADALENA PEREIRA DE PINHO ME;sim
1283;ELCI APARECIDA CAMARGO SEBIN;sim
1285;IMOBILIARIA LEAO LTDA;sim
1287;ROSANGELA PELLISSON LEITAO ME;sim
1289;ARMAZENS GERAIS CAIAPO LTDA ME;sim
1291;ELEICOES 2004 CF VARGEM SC COMITE FINANC MUN UNICO PMDB;sim
1293;ELEICOES 2004 CF SATUBA AL COMITE FINANC MUN UNICO PFL;sim
1297;FARMACIA MORORO LTDA ME;nao
1300;ARACY P CAVALCANTE;sim
1302;SOL NASCENTE PAPELARIA MAT ESCRIT INFORMATICA LTDA;sim
1304;RONEY LOPES ME;sim
1307;VALTER JOSE DE FARIA ME;sim
1310;ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL PARA VEREADOR MG PTC;sim
1312;ELEICOES 2004 BRANDAO DE SOUSA REZENDE VICE PREFEITO;sim
1314;MARLENE SAMPAIO NUNES ME;sim
1317;ANABEL COMERCIAL LTDA;sim
1320;SERGIO DOS SANTOS MIRANDA;sim
1322;ANA PAULA ARCHER DE ARRUDA BORGES;sim
1324;MOHAMAD SAID AWADA;sim
1326;UNIPOSTO PARTICIPACOES LTDA;sim
1329;REGINA A M THOMAZ ME;sim
1331;CF ASSESSORIA E CONSULTORIA DE COMUNICACAO SOCIAL LTDA;sim
1334;ARMAZEM FLORIANO LTDA;sim
1336;CHRISTIANNE CARRIEL ANTONIO ME;sim
1338;TECIDOS T MARRAR LTDA;sim
1340;HELIO RONDON DUTRA;sim
1343;EMPRESA DE TRANSPORTES PALMA LTDA;sim
1345;JANE ARAUJO SANTOS MOVEIS ME;sim
1347;HELIO DE JESUS LHORET;sim
1350;SCATENA & SCATENA LTDA;sim
1352;GUIDO KRUGER;sim
1354;EMPREITEIRA NOSSO SENHOR DO BOM FIM LTDA SC;sim
1357;ICL ADMINISTRACAO E PARTICIPACAO EPP LTDA;nao
1360;LEILDA MENDES DE OLIVEIRA;sim
1362;ILHA PRODUTOS NATURAIS LTDA;sim
1365;C F GOMES;sim
1367;GREEN COTTON TEXTIL LTDA;sim
1369;FELIPE EUGENIO PARIZZI;sim
1371;MOBILIARIO GOMES DE FARIA LTDA;sim
1373;CONSORCIO NAC GARIBALDI ADM CONS SC LTDA EM LIQ EXTRA;nao
1376;CHALE RIO EMPRENDIMENTOS IMOBILIARIOS LTDA ME;sim
1378;ELEICAO 2006 FRANCISCO JUAREZ CRUZ DE VASCONCELOS FILHO DEPUTADO ESTADUAL;sim
1380;SERRALHERIA XAVANTE LTDA;sim
1382;E M CAVASINI E CIA LTDA;sim
1385;RAIMUNDO NONATO DE MESQUITA MARTINS ME;sim
1387;PEDRO FERNANDES DA SILVA;sim
1389;HELIO GALVAO RAMOS;sim
1391;VIA VAREJO SA;nao
1394;BENTO PINTO DE BRITO;sim
1396;CONSERTOS E REPAROS SILVA SOUTO LTDA ME;sim
1398;COOPCCIA COOP DOS PROF E TECNICOS DA CONSTRUCAO CIVIL E SERV AUXILIARES;sim
1401;COLEGIO BEKA LTDA ME;nao
1403;CLAUDIOMIRO M PETERS ME;sim
1406;CARLOS DA SILVA ARACATUBA ME;sim
1408;ZUCA EMPREENDIMENTOS E PARTICIPACOES LTDA;sim
1411;ASSEF CRED PRESTACAO DE SERVICOS LTDA SC;sim
1413;DECORPISO REVESTIMENTOS CERAMICOS LTDA;sim
1416;ROBERTO RIBEIRO PEDRO & CIA LTDA;sim
1418;OLIVEIRA PRESTACOES DE SERVICOS LTDA;sim
1420;LANCHONETE E PETISCARIA UNIDOS LTDA;sim
1423;ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL PARA VEREADOR GO PP;sim
1426;INES DE SOUZA THEISS ME;sim
1428;LEONARDO ANDREOTTI DA SILVA ME;sim
1430;ORGELINO JOSE LOURENCO;sim
1432;AUTO FIBRA GUARARAPES LTDA;sim
1434;F SIQUEIRA BRITTO;sim
1436;COMERCIO DE SUCOS E ALIMENTOS TROPICAL LTDA;nao
1438;IVAN DAVID TEIXEIRA;sim
1440;ANTONIO DOS SANTOS MOVEIS;sim
1442;PLINIO PAULO BING;sim
1444;BOLSONARO & TAVARES LTDA;sim
1446;LAELSON COMERCIO DE MOVEIS E ELETRODOMESTICOS LTDA;nao
1448;GREEN GOLD RESTAURANTE LTDA;nao
1450;NICK PROMOCOES E VENDAS LTDA SC;sim
1453;MOVEIS E DECORACAO TUCURUVI LTDA;sim
1455;MARIA FLORES LTDA ME;sim
1457;ANDERSON DIAS DE OLIVEIRA;sim
1460;I M C N COMERCIO E REPRESENTACAO LTDA;sim
1462;HAMILTON MANOEL FERNANDES DELGADINHO;sim
1464;ANTONIO GIACOMINI CATANDUVA ME;sim
1466;PRIMU S COMERCIO MANUTENCAO E SERVICOS LTDA;sim
1468;HQ EDITORA JORNAIS LIVROS E REVISTAS LTDA;sim
1471;SILMAR MARTINS ARRUDA;sim
1473;DERALDINO DOS SANTOS;sim
1476;CARMO RECICLAGEM LTDA ME;sim
1478;ARI PEDRICO SOROCABA;sim
1481;KATIA SIMONE M DA SILVA ME;sim
1484;FIALGO LTDA SC;sim
1486;METALURGICA E SERRALHERIA WM LTDA;sim
1488;NILTER SANCHES CRUZ;sim
1490;SO PRATA INDUSTRIA E COMERCIO DE BIJOUTERIAS LTDA;sim
1493;JOSE ALVARO RODRIGUES;sim
1495;VERA LUCIA QUEIROZ DE CARVALHO;sim
1498;QUALIGESSO LTDA;sim
1501;AMADO CAETANO CANDIDO;sim
1504;MARCIO J PEIXOTO;sim
1507;ANTONIO APARECIDO TRISTAO;sim
1509;IZABEL DE FREITAS FEITOSA;sim
1511;ROMEU TELLES DE SOUZA LUCAS;sim
1513;PEDRO ELOIR RAMOS ME;sim
1516;FRANCISCO MARQUES DA SILVA;sim
1519;MARIA ALTAMIR G BAZANA;sim
1522;FARDIN E MAGALHAES LTDA;sim
1525;MARY BOUTIQUE LTDA;sim
1528;SO LUZ COMERCIO DE MATERIAL ELETRICO LTDA ME;sim
1530;JOSEFA PEREIRA DE SOUSA ME;sim
1533;DERVIL MANTOVANI;sim
1535;DELFIM COMERCIO E REPRESENTACOES LTDA;sim
1538;SERIGRAFIA ORTEGA LTDA ME;sim
1541;LARA CAMPOS TREINAMENTO EMPRESARIAL LTDA SC;sim
1543;ROGER & FILHO LTDA;sim
1546;GIRVANO ARLINDO GOMES;sim
1549;DIMAQ DIEHL COM DE MAQUINAS PECAS E ASSIST TEC LTDA;sim
1551;IDALINA ALVES SIMAS;sim
1553;ANHEMBI AUTO PECAS LTDA;sim
1555;DELICIAS DO PRE SORVETERIA E BOMBONIERE LTDA;sim
1557;HASSAN KASSEM MOVEIS ME;sim
1559;OLIMPUS CONSTRUCOES E REPRESENTACOES LTDA;sim
1561;ARNALDO CELESTINO DE SOUZA ME;sim
1563;CHEMYUNION BRASIL LTDA ME;sim
1565;SUPERMERCADO CAPITAL LTDA;sim
1567;JOAO COUTINHO DOS SANTOS;sim
1569;CLAUDIONOR BAYER;sim
1571;LIVRARIA E PAPELARIA MIRANDA LTDA;sim
1573;CONSTRUTORA SILVA ANDRADE LTDA;sim
1575;CONNAUGHT AID CENTER VACINAS LTDA;sim
1578;LU OMO DI ROMA COMERCIO DE VESTUARIOS LTDA;sim
1580;FRANCELINO ANTONIO VIEIRA;sim
1583;JOSE CARLOS RAGONHA LTDA SC;sim
1585;A ELEGANTE ROUPAS LTDA;sim
1588;ASSOCIACAO DOS FOTOGRAFOS AMADORES DE MONTES CLAROS;sim
1591;A DE ALMEIDA ARTEFATOS DE PLASTICO;sim
1593;ARQUIVAR ARQUIVOLOGIA E SISTEMAS LTDA ME;sim
1596;BAR E EMPORIO PALHARINI LTDA;sim
1598;ROBERTO MARTINHO FERREIRA IMOVEIS;sim
1600;MARIA LUCIMAR MENEZES ME;sim
1602;IBM BRASIL INDUSTRIA MAQUINAS E SERVICOS LTDA;nao
1605;RONI L MULLER;sim
1607;TRANSPORTADORA TRESMAIENSE LTDA MASSA FALIDA;nao
1609;HUDDERSFIELD COMERCIO DE TECIDOS EPP LTDA;nao
1611;PEZA INDUSTRIA E COMERCIO DE CALCADOS LTDA;sim
1613;COMERCIO DE MATERIAIS DE CONSTRUCAO LS LTDA;sim
1615;MAREL IND E COM DE MARMORES E REVESTIMENTOS LTDA;sim
1617;V A BERTOLI VIEIRA;sim
1620;JOSE ALVES QUINTILIANO;sim
1623;SELM FESTAS E DECORACOES LTDA ME;sim
1626;ZUHEIR WADIE BISHARA BADRA;sim
1628;ADMILSON PEDRO DA SILVEIRA;sim
1630;R C J & ASSOCIADOS PUBLICIDADE E PROMOCOES LTDA SC;sim
1632;BAEPENDI INDUSTRIAL MADEREIRA LTDA ME;nao
1634;ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL PARA VEREADOR MG PC DO B;sim
1636;NOVA DE HELLI MOVEIS E DECORACOES LTDA;sim
1639;CELIA PAGANI;sim
1641;M F J CONSTRUCOES LTDA;sim
1643;MADEREIRA NOVA GASOMETRO LTDA;sim
1646;JOSE MAURO REIS;sim
1648;PRATICA PRODUTOS SA;nao
1650;ADRIANO ALVES PEREIRA;sim
1652;CONSTRUTORA CAIOBA LTDA;sim
1654;BTA DO BRASIL LTDA SC;sim
1656;CAMPESTRE COMERCIO E REPRESENTACAO DE PROD AGROP LTDA;sim
1658;TROCOS SEM TRACAS ANTIGUIDADES LTDA;sim
1660;BENEDITO DE PAULA SALVATTO;sim
1663;EDNALDO MATOS DOS SANTOS;sim
1665;ERLITA HENRIQUES COUTINHO;sim
1667;VIVALDO DO AMARAL LEITE;sim
1669;CORPO DOURADO CONFECCOES LTDA;sim
1672;TEODORO CARNEIRO DE MOURA MERCEARIA;sim
1674;LUBRIL CENTRO LUBRIFICANTES COMERCIO E REP LTDA;sim
1677;GILBERTO GUIMARAES SILVA;sim
1680;NUCLEO DE RECREACAO INFANTIL AQUARELA LTDA SC;sim
1682;MOLEBAMBAM COMERCIO DE ELETRICOS E ELETRONICOS LTDA ME;sim
1684;ANTONIO ABREU ME;sim
1687;BANDA SINFONICA DE BRASILIA;sim
1691;ELEICAO 2008 MARIA DO CARMO PRATES MARQUES VEREADOR;sim
1694;FACE USINAGEM E CALDERARIA LTDA;sim
1696;ESTACAO VERAO TURISMO LTDA ME;sim
1699;SANDRA BORGES ME;sim
1701;DE BORTOLI & CIA LTDA;sim
1704;NILVA DE FATIMA FERREIRA DAMASO ME;sim
1706;C & J RESTAURANTE LTDA ME;sim
1708;CENTRO DE ESTUDOS E COSMETOLOGIA APLICADA DO TRIANGULO MINEIRO LTDA;sim
1711;M F S COMERCIO E CONSTRUCAO CIVIL LTDA;sim
1713;EDMUNDO SOUZA MACEDO FILHO ME;sim
1715;COPAM CONST E PAVIMENT ALVES E MEDEIROS IND E COM LTDA;sim
1718;JOSE ORIVALDO DE OLIVEIRA ME;sim
1721;MARIA DALVA DOS SANTOS MUTTON ME;sim
1723;ELEICAO 2010 ELIANE MARIA HORA CASTILHO PACHECO DEPUTADO ESTADUAL;sim
1726;SAINT MICHAEL INDUSTRIA E COMERCIO DE CONFECCOES LTDA ME;sim
1729;INHANGA LOTERIAS LTDA;sim
1731;ANTFACTORY LATIN AMERICA DO BRASIL LTDA;sim
1734;JOSE APARECIDO DA SILVA ARMARINHOS ME;sim
1737;BAR E RESTAURANTE PINGUIM DE NITEROI LTDA;sim
1740;ADEL AJAM;sim
1743;ICOMASIL MOVEIS LTDA;sim
1746;ALAIDE FERREIRA DE SOUZA;sim
1748;ELEICOES 2004 LILIAN AGRA CAMARGO ARRUDA VEREADOR;sim
1750;DENNIS S PACHECO;sim
1752;ANCHOR SHIP COMERCIO DE MADEIRAS LTDA;sim
1755;M MARTINS ASSESSORIA COMERCIAL LTDA ME;sim
1758;ELEICOES 2004 WILSON BERNARDO SILVA VEREADOR;sim
1760;DAYSE BARRETO;sim
1763;ELEICOES 2004 JOAO VICENTE NETO VEREADOR;sim
1766;ELEICOES 2004 JOSE LOPES FERNANDES NETO PREFEITO;sim
1768;SOARES E SAUTCHUK LTDA ME;nao
1771;PAULO ROBERTO DEBORTOLE LUCIO PEREIRA;sim
1773;INFO SIDE SERVICOS DE INFORMATICA LTDA;sim
1776;M N REPRESENTACOES LTDA ME;sim
1779;INDUSTRIA E COMERCIO DE CONFECCOES BLUE BELL LTDA;sim
1781;CHRISTOFARI COMERCIO E REPRESENTACOES LTDA;sim
1784;ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL UNICO PB DEM;sim
1787;HS CONSULTORIA E ASSESSORIA EM INFORMATICA LTDA ME SC;sim
1790;ESCRITORIO LIDER LTDA SC;sim
1792;SAO PAULO SAT PARABOLICAS E COMPONENTES LTDA;sim
1794;STEFFEN & CHOLET LTDA;sim
1797;JANUARIO DELFINO DE SOUSA;sim
1799;CONFECCOES PANAS LTDA ME;sim
1802;RODRIGO VIEIRA DE MELO;sim
1805;GANDAU S MODA E COMPLEMENTOS LTDA ME;sim
1807;PRICILA DE OLIVEIRA ME;sim
1809;RUBENS BARBIERI;sim
1811;MOTTOMHAR TRANSPORTES LTDA;sim
1814;VIA RAPIDA CAFE EPP LTDA;sim
1817;CASA VIANNA DA TIJUCA COMERCIAL LTDA;sim
1820;CLACI WALTER NUNES;sim
1822;BENEFICIADORA DE METAIS SILVA LTDA;sim
1825;HEMASORO LABORATORIO DE ANALIS CLIN E PATOLOG LTDA SC;sim
1828;FRANCISCO ALTIBERTO DE CASTRO SILVA ME;sim
1830;ITD TURISMO EMPREENDIMENTOS LTDA;sim
1832;CFA COMERCIAL DE FERRO E ACO LTDA;sim
1834;TEMED CLINICA MEDICA LTDA ME SC;sim
1836;SIMOES E CHARBEL LTDA ME;sim
1839;COMERCIAL INEFRAN LTDA;sim
1841;SO AR LTDA;sim
1844;SUFEPEL COMERCIO DE SUCATA EM GERAL LTDA;sim
1847;CARLOS JOAQUIM DOS SANTOS;sim
1849;LANCHONETE VILELA LTDA;nao
1852;LOCAV LOCACAO ART VIDEO LTDA ME;sim
1854;PANORAMA RECREIO LTDA SC;sim
1856;GLOBO ATELIE DE COSTURA S C LTDA;sim
1858;INDUSTRIA DE CALCADOS BONANZA LTDA;sim
1861;ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL PARA VEREADOR PR PR;sim
1863;M S DE OLIVEIRA MATERIAIS DE CONSTRUCOES;sim
1866;CEREALISTA HINCKEL LTDA;sim
1868;ELEICAO 2008 BENEDITO GONCALVES DA COSTA VEREADOR;sim
1870;ALRICIO ETERNO SAMPAIO DE MORAES ME;sim
1872;IDAB INSTITUTO DE DERMATOLOGIA E ALERGIA DA BAHIA;nao
1875;GESIANE DOS SANTOS ME;sim
1878;MANUEL RODRIGUES PIMENTEL ME;sim
1880;TELECOMUNICACOES DE MINAS GERAIS SA TELEMIG;nao
1883;DISTRIBUIDORA E COMERCIAL CLAUDINO LTDA;sim
1885;SPAZIO ADMINISTRACAO E VENDAS DE IMOVEIS LTDA;sim
1887;ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL UNICO SP PPS;sim
1889;AUGUSTO BARNI ME;nao
1891;SONIA MARIA ORABONI MOTA ME;nao
1894;SASSI LOCACOES LTDA;sim
1897;CLESIO MANJABOSCO;sim
1899;NOVA FASE ATACADISTA DE CEREAIS LTDA ME;sim
1901;ATACADAO SAO FRANCISCO LTDA;sim
1904;SERGIO LUIZ BLEHM;sim
1906;PEREIRA & PERIN LTDA;sim
1908;BAR E MERCEARIA TERRA DA FARTURA LTDA;sim
1910;CATAUCHO COM E REPRES IMP EXP DE TECIDOS E MALHAS LTDA;sim
1912;MOREIRA LOUCAS LTDA;sim
1914;IRMAOS FIGUEIREDO LTDA;sim
1917;MARCENARIA E MODELAGEM VIMA LTDA;sim
1919;STAFF SELECAO E TREINAMENTO DE PESSOAL LTDA;sim
1921;FRANCISCO DE SOUSA BORGES;sim
1923;LEILIANE DE FATIMA RIBEIRO MOREIRA ME;sim
1925;ELEICAO 2008 JOSE ORLANDO FERRAZ LACERDA VEREADOR;sim
1927;D J DE OLIVEIRA FEITOZA BEBIDAS ME;sim
1929;ELIANA MARIA BRAGA;sim
1932;ALUF INFORMATICA LTDA ME;sim
1934;IRIS MIYAKE ME;sim
1937;MARTINS EMPREENDIMENTOS HOTELEIROS LTDA;sim
1940;DANIEL BENVEGNU ME;sim
1943;H S QUEIROZ;sim
1946;WILSON FRANCISCO DOS SANTOS FILHO;sim
1948;SEBASTIAO RICARDO CESAR;sim
1950;RUELA & FREITAS LTDA;sim
1952;LUBIANE COMERCIO DE ROUPAS LTDA;sim
1954;CAIXA ESCOLAR CRIANCA ESPERANCA;sim
1957;INDUSTRIA DE CALCADOS E MALHAS V H C LTDA ME;nao
1960;APOIO AGENCIA DE VIAGENS E TURISMO LTDA ME;sim
1963;KOHLMANN MODAS COMERCIAL LTDA;sim
1965;DI BERTOLDI INFORMATICA LTDA;sim
1967;VALDIR BERTOLDO;sim
1969;CLAUDIO LISIAS SILVA DOS SANTOS ME;sim
1972;GUARAREMA MATERIAIS DE CONSTRUCOES LTDA ME;sim
1974;CONSTRULAGO MATERIAIS PARA CONSTRUCAO LTDA;sim
1976;ELEICOES 2004 CF PRAIA GRANDE SP COMITE FINANC MUN P VEREADOR PPS;sim
1978;TEKTRON INDUSTRIA ELETRONICA LTDA MASSA FALIDA;sim
1980;SELERIO NEUBERGER ME;sim
1982;PRODUTERRA AGROPECUARIA LTDA ME;sim
1985;GERTA SCHUMANN & CIA LTDA;sim
1988;SIMONE SCHRAM SCHULZ ME;sim
1990;NILTON LUCHT ME;sim
1992;LANCHONETE ALDEOTA LTDA ME;sim
1994;ELEICOES 2004 EDSON DA SILVA VEREADOR;sim
1996;SULTEXTIL SA INDUSTRIA DE TECIDOS;nao
2000;MEISTERWERK INDUSTRIA DE ELETRODOMESTICOS LTDA;sim
2003;EMATTEL EMP DE ASSIS TEC TELEFONICA E ELETRICA LTDA;sim
2005;VELAS FELICIDADES LTDA ME;sim
2007;LU E FRAN MODAS COMERCIO DE ROUPAS LTDA ME;sim
2010;ADMINISTRADORA BRASILIENSE DE COND E COBRANCAS LTDA;sim
2012;HERMINIA PIMENTEL MASSUCATE ME;sim
2014;ELEICAO 2008 FABRYCIO LUIZ COSTA CABRAL VEREADOR;sim
2017;ESPORTE CLUBE TROPICAL;sim
2019;REPSTOCK REPRESENTACOES E PUBLICIDADE LTDA;sim
2022;FLAVIO ALVES GONZAGA ME;sim
2024;ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL UNICO RS PSDB;sim
2026;PAULO ROMA TATUI ME;sim
2028;PASTELARIA FREITAS MALVEIRA EPP LTDA;sim
2030;CONSTRUTORA SQUADRO LTDA;sim
2032;NAT S INFORMATICA SERVICOS LTDA ME;sim
2034;GREMIO RECREATIVO TORCIDA MAFIA ATLETICANA ORGANIZADA;sim
2036;JOSE JANUARIO DA SILVA JUNIOR;sim
2038;GOLDENPHARMA COMERCIAL FARMACEUTICA LTDA;sim
2040;BRASCAMPING CENTER SERVICE LTDA ME;sim
2042;GIANE DINA DE SOUZA BISCHOFF ME;sim
2044;CLUBE DO SANDUICHY COMERCIO DE LANCHES LTDA;sim
2046;IDEIAS & NEGOCIOS SERVICOS DE MARKETING LTDA ME;sim
2049;M D VERAS COMERCIO REPRESENTACOES E DISTRIBUIDORA ME;sim
2051;J BATISTA DOS SANTOS TAUBATE ME;sim
2053;ANTONIO CARLOS AUGUSTO;sim
2056;PILO LAZARO DA GAMA;sim
2058;ASSOC DOS MORADORES DO CAMPINHO;sim
2060;L MOROSOV & MOROSOV LTDA;sim
2062;PLASTIART PLASTICOS ARTEFATOS COM IND E REPREST LTDA;sim
2064;KILOMANIA RESTAURANTES LTDA;sim
2066;OLORI PROMOCOES E EVENTOS LTDA;sim
2069;ADENEZIO DOS SANTOS ME;sim
2071;DRAM COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;sim
2074;FRANCISCO DUDA CIA LTDA;sim
2076;CTEC CONSULTORIA EM TURISMO E EVENTOS LTDA;sim
2079;RADIO EDUCADORA UNIAO DA VITORIA LTDA;sim
2081;TORRES E AZEREDO COMERCIO E REPRESENTACOES LTDA;sim
2084;CENTREL NTG COMERCIO DE SUPRIMENTOS DE INFORMATICA LTDA;sim
2086;BANDEIRANTES DISTR DE MAT DE CONSTRUCAO LTDA;sim
2088;ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL PARA VEREADOR MG PSC;sim
2090;LUCIANO MELO DINIZ ME;sim
2092;MARIA FLORENCIO GONCALVES;sim
2096;ASSOCIACAO PROJETO UNIVERSIDADES RENOVADAS;sim
2098;MARIA LUCIA PEREIRA ME;sim
2101;EDISIO TORRES;sim
29003;VERA MARIA ALMEIDA PARO;nao
2106;MENDES JUNIOR ENGENHARIA SA;nao
2109;ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL PARA VEREADOR PR PT;sim
2111;MARIA DOMINGOS DE ALMEIDA;sim
2114;ELEICAO 2008 JOAO PAULO RODRIGUES NASCIMENTO VEREADOR;sim
2117;ED CLE ATENDIMENTO E CONTATO LTDA;sim
2120;IND E COM DE MALHAS LAPIS AZUL LTDA;sim
2122;ABA ANTINSETO DESINSETIZACAO DESRATIZACAO LTDA;sim
2124;FARINHA & FILHO LTDA;sim
2126;MARIA DE CASSIA GOMES BON;sim
2128;J RODRIGUES & LOPES LTDA;sim
2131;DOUBLE DRAGON LOCADORA DE FITAS DE VIDEO LTDA;sim
2133;FELIGRAF GRAFICA E PAPELARIA LTDA;sim
2136;MARAMAR TURISMO LTDA;sim
2138;TRANSPORTADORA FARHA LTDA;sim
2140;MARTINI ARMAZENS GERAIS LTDA;sim
2142;METALURGICA EDUPECON LTDA;sim
2145;COMERCIAL CRUZ MALHARIA E SERIGRAFIA LTDA ME;sim
2148;AUTO POSTO PAULISTA LTDA;sim
2150;ELEICAO 2002 CANDIDATO MARINEZIO FERREIRA DA SILVA;sim
2153;VIDEO CLUBE SYDER LTDA;sim
2155;THATHIMAR VIDEO LTDA;sim
2157;ELEICOES 2004 AUGUSTINHO BASILIO JOAO VEREADOR;sim
2159;ELEICOES 2004 MARCOS AURELIO DOS SANTOS VEREADOR;sim
2161;FORSAFETY I I SERVICOS DE SISTEMAS ELETRONICOS E DE CONSERVACAO E LIMPEZA LTDA ME;sim
2163;ASPEN CPI INFORMATICA LTDA;nao
2166;ITUANO COM E DISTRIB DE PRODUTOS ALIMENTICIOS LTDA;sim
2168;CONSDRAG CONSTRUCOES E DRAGAGEM LTDA ME;sim
2171;DUNCKER COMERCIO DE BEBIDAS LTDA;sim
2173;INICIAL REPRESENTACOES E SERVICOS LTDA;sim
2175;CONFECCOES EMIAKI LTDA ME;sim
2177;SHOPPING NEUMARKT PARTICIPACOES SA;sim
2180;TRIANGULO COMERCIAL E DISTRIBUIDORA LTDA ME;sim
2183;INDUSTRIA DE MOVEIS E MADEREIRA SANTA MARINA LTDA;sim
2186;FRIGOSCANDIA EQUIPMENT LTDA;sim
2188;SEBASTIAO CEZARIO DA SILVA;sim
2190;ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL PARA VEREADOR TO PC DO B;sim
2192;CONTEACRE CONSTRUCOES E TERRAPLANAGEM DO ACRE LTDA;sim
2194;AMARILDO JOSE DA SILVA & CIA LTDA;sim
2196;JOSE JUNIOR DE OLIVEIRA;sim
2199;SERRALHERIA BENDINELLI LTDA ME;sim
2201;ELEICOES 2004 RAQUEL MACEDO ALVES VEREADOR;sim
2203;PAULO RICARDO FURTADO MENEGASSI ME;sim
2205;ERNY ALDO KUDRNA;sim
2208;ANTONIO CARLOS DOS SANTOS O BILOKA;sim
2210;BICIL SERVICOS LTDA;sim
2212;LSTEC CONSULTORIA EM INFORMATICA LTDA ME;sim
2214;LUIZA HELENA DE OLIVEIRA;sim
2216;FLAMA EMPREENDIMENTOS E NEGOCIOS LTDA;sim
2218;CREUSA BENEDITA JOFRE MARIANO ME;sim
2221;ANTONIO MUNIZ DE SOUSA;sim
2224;GRUPO DE RECURSOS HUMANOS DE ITAJUBA;sim
2226;R G ASSOCIADOS LTDA;sim
2228;MATHEUS DAVID BIANCHINI ME;sim
2230;FLUCOR SERVICE LTDA;nao
2233;ELZA MARCONI ME;sim
2235;ELEICOES 2004 JADIR REIS COSTA VEREADOR;sim
2237;BPCCC PARTICIPACOES SOCIETARIAS LTDA ME;nao
2239;MASTER NET COMERCIO E CONSULTORIA DE INFORMATICA LTDA ME;sim
2241;GODINHO & BONFIM LTDA ME;sim
2243;ELEICAO 2008 JOSUEL DE OLIVEIRA MELO VEREADOR;sim
2245;JOSE EDVALDO FERREIRA;sim
2247;JOCELIO BENFEITA DE SOUZA;sim
2249;RODRIGO FELIPPI CHIELLA ME;sim
2251;COMERCIAL KGB LTDA;sim
2253;RILLO SERVICOS EM EQUIPAMENTOS LTDA ME;sim
2255;JC TRANSPORTES LTDA;sim
2257;JORDAO ANTONIO SILVESTRE;sim
2259;ELEICOES 2004 LUIZ CARLOS MOREIRA VEREADOR;sim
2261;R C REPRESENTACAO DE EMISSORAS LTDA SC;sim
2263;ANTONIO SERGIO CARNEIRO DIAS;sim
2266;PAPELARIA RICELLI DE MURIAE LTDA ME;sim
2269;MALHARIA CLIPPER LTDA;sim
2271;ATIVA CONSULTORIA EMPRESARIAL LTDA;sim
2274;CARLOS FERNANDES ALVES;sim
2277;WINTER RIO FABRICA DE BOLAS DE FUTEBOL LTDA;sim
2279;INTERCONTACT AGENCIAMENTO ASSES E REPRESENTACOES LTDA;sim
2281;W C N REPRESENTACAO LTDA ME;sim
2283;VALTER DE SOUSA SILVA;sim
2285;VALDEC GONCALVES FERREIRA;sim
2288;RAIMUNDO DA SILVA;sim
2290;J BITTENCOURT SILVA;sim
2293;ELEICOES 2004 CARLOS ROBERTO BASTOS VEREADOR;sim
2295;ROCHA ARTEFATOS DE MADEIRA LTDA;sim
2297;NADIR FILOMENA CARDINALLI GUERRA;sim
2299;EDUARDO LOPES BONFIM;sim
2302;ADILSON JOAO MEDEIROS;sim
2305;COMERCIO DE PNEUS GSS LTDA;sim
2307;N R BAPTISTA FERREIRA VASSOURAS;sim
2309;ARIOMAR RIBEIRO ARAUJO;sim
2312;MINEI INFORMATICA LTDA ME;sim
2314;THORK CORRETORA DE SEGUROS LTDA;sim
2317;GUANTES COMERCIAL IMPORTADORA E EXPORTADORA LTDA;sim
2320;REDE BRASCON PRESTACAO DE SERVICOS EM MARKETING DE REDE LTDA ME;sim
2322;JO ANTUNES COMERCIAL DE LIVROS E MATERIAL DIDATICO E GESTAO EM RECURSOS HUMANOS LTDA;sim
2325;ANA MAIDA DE PAULO RIBEIRAO PRETO;sim
2327;ELEICOES 2004 CF SANTO ANTONIO DO SUDOESTE PR COMITE FINANC MUN P VEREADOR PSB;sim
2329;SILVER EXPRESS TRANSPORTES LTDA ME;sim
2332;ELEICAO 2002 CANDIDATO JOAO FRANCISCO DE NERI;sim
